title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
畅柳园 2室1厅 73.72平米,2017.02.23,畅柳园,2室1厅1厨1卫,高楼层(共14层),73.72㎡,板塔结合,南 北,2003,101101184751,2017-02-17,满五年,796,1,800,7,0,25,26,1447
畅柳园 2室1厅 65.93平米,2017.02.25,畅柳园,2室1厅1厨1卫,低楼层(共14层),65.93㎡,板塔结合,南 北,2004,101100943189,2016-12-09,暂无数据,725,1,720,78,1,68,145,11547
畅柳园 2室1厅 67.03平米,2017.02.27,畅柳园,2室1厅1厨1卫,底层(共16层),67.03㎡,塔楼,东北,2002,101101152950,2017-02-11,暂无数据,705,1,710,16,0,25,38,2762
畅柳园 1室1厅 52.24平米,2017.02.27,畅柳园,1室1厅1厨1卫,低楼层(共16层),52.24㎡,塔楼,南,2002,101101242567,2017-02-26,满五年,627,1,635,1,0,1,0,5
畅柳园 2室1厅 64.97平米,2017.02.28,畅柳园,2室1厅1厨1卫,高楼层(共16层),64.97㎡,板塔结合,西北,2003,101101205981,2017-02-20,暂无数据,710,1,710,8,1,5,12,691
畅柳园 2室1厅 53.68平米,2016.11.27,畅柳园,2室1厅1厨1卫,中楼层(共14层),53.68㎡,板塔结合,西,2004,101100707004,2016-10-11,满两年,440,1,445,48,1,45,70,1463
畅柳园 1室2厅 59.54平米,2016.11.30,畅柳园,1室2厅1厨1卫,中楼层(共14层),59.54㎡,板塔结合,南 北,2004,101100854078,2016-11-17,暂无数据,555,1,565,13,0,6,22,1390
畅柳园 2室1厅 67.09平米,2016.11.30,畅柳园,2室1厅1厨1卫,低楼层(共16层),67.09㎡,板塔结合,西 北,2003,101100827049,2016-11-09,满五年,588,1,600,21,0,11,9,685
畅柳园 2室1厅 66.05平米,2016.12,畅柳园,2室1厅1厨1卫,中楼层(共14层),66.05㎡,板塔结合,东 南 西,2004,BJ0002357858,暂无数据,暂无数据,641-670,1,暂无数据,暂无数据,0,0,0,暂无数据
畅柳园 2室2厅 109.59平米,2016.11,畅柳园,2室2厅1厨2卫,中楼层(共9层),109.59㎡,板楼,南 北,2004,101091525500,2016-01-31,暂无数据,889-982,1,935,275,1,55,183,1620
畅柳园 2室1厅 67.09平米,2016.11,畅柳园,2室1厅1厨1卫,底层(共14层),67.09㎡,板塔结合,南 北,2004,101092010107,2016-04-16,暂无数据,651-660,1,560,199,0,45,87,19
畅柳园 2室1厅 74.32平米,2016.11,畅柳园,2室1厅1厨1卫,中楼层(共14层),74.32㎡,板塔结合,南,2004,101092215728,2016-05-18,暂无数据,588-649,1,618,167,1,42,43,23
畅柳园 2室1厅 69.6平米,2016.11.19,畅柳园,2室1厅1厨1卫,中楼层(共16层),69.6㎡,板塔结合,南 北,2003,101100699239,2016-10-09,满五年,593,2,595,41,1,41,164,2931
畅柳园 2室1厅 64.91平米,2016.11.22,畅柳园,2室1厅1厨1卫,中楼层(共16层),64.91㎡,塔楼,西北,2002,101100772620,2016-10-26,满五年,602,1,605,27,1,13,26,1067
