title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
民旺园 3室1厅 65.51平米,2016.08,民旺园,3室1厅1厨1卫,高楼层(共16层),65.51㎡,塔楼,东 西 北,1993,101091883422,2016-03-30,暂无数据,513-567,2,540,124,1,17,41,10
民旺园 1室1厅 47.1平米,2016.08,民旺园,1室1厅1厨1卫,中楼层(共6层),47.1㎡,板楼,南,1996,101100192266,2016-06-16,暂无数据,371-410,1,408,46,1,5,27,暂无数据
民旺园 2室1厅 55.13平米,2016.08,民旺园,2室1厅1厨1卫,顶层(共5层),55.13㎡,板楼,南 北,1985,101092275860,2016-05-28,暂无数据,461-510,1,445,65,1,19,21,暂无数据
民旺园 2室1厅 73.38平米,2016.08.06,民旺园,2室1厅1厨1卫,底层(共9层),73.38㎡,板塔结合,东 西,1996,101092303520,2016-06-01,满五年,605,1,610,67,1,27,32,暂无数据
民旺园 2室1厅 50平米,2016.08.09,民旺园,2室1厅1厨1卫,中楼层(共5层),50㎡,板楼,南 北,1982,101100268378,2016-07-04,暂无数据,375,2,380,37,0,3,44,暂无数据
民旺园 3室1厅 60.01平米,2016.08.17,民旺园,3室1厅1厨1卫,顶层(共6层),60.01㎡,板楼,南 北,1990,101091970694,2016-04-11,暂无数据,488,1,495,128,1,29,46,暂无数据
民旺园 2室1厅 59.04平米,2016.08.24,民旺园,2室1厅1厨1卫,低楼层(共16层),59.04㎡,塔楼,南,1993,101100321593,2016-07-17,满五年,550,1,560,39,1,13,5,暂无数据
民旺园 2室1厅 57.5平米,2016.08.25,民旺园,2室1厅1厨1卫,低楼层(共6层),57.5㎡,板楼,南,1990,101091731053,2016-03-11,暂无数据,502,1,505,167,1,98,44,暂无数据
民旺园 2室1厅 64.12平米,2016.08.29,民旺园,2室1厅1厨1卫,中楼层(共16层),64.12㎡,塔楼,西南,1993,101100477773,2016-08-23,满五年,555,1,575,6,0,4,4,暂无数据
民旺园 2室1厅 58.53平米,2016.09.02,民旺园,2室1厅1厨1卫,中楼层(共6层),58.53㎡,板楼,南 北,1988,101100316811,2016-07-16,满五年,505,1,515,48,0,41,33,暂无数据
民旺园 3室1厅 70.71平米,2016.09.06,民旺园,3室1厅1厨1卫,中楼层(共6层),70.71㎡,板楼,东 西,1990,101100338030,2016-07-21,暂无数据,595,1,600,47,1,25,70,暂无数据
民旺园 2室1厅 53.57平米,2016.09.13,民旺园,2室1厅1厨1卫,中楼层(共5层),53.57㎡,板楼,南,1982,101092255624,2016-05-24,满五年,450,1,455,112,1,126,179,4
民旺园 2室1厅 58.18平米,2016.05.30,民旺园,2室1厅1厨1卫,中楼层(共5层),58.18㎡,板楼,南 北,1982,BJDC92295048,2016-05-31,暂无数据,50,1,50,暂无数据,0,0,0,2
民旺园 2室0厅 40.82平米,2016.06.05,民旺园,2室0厅1厨1卫,中楼层(共5层),40.82㎡,板楼,东 西,1989,BJDC91903035,2016-06-06,满五年,332,1,340,暂无数据,1,0,52,暂无数据
民旺园 2室1厅 46.28平米,2016.06.16,民旺园,2室1厅1厨1卫,底层(共6层),46.28㎡,板楼,西南,1990,101091925275,2016-04-05,满五年,362,1,370,73,1,21,19,暂无数据
民旺园 2室1厅 60.5平米,2016.06.20,民旺园,2室1厅1厨1卫,顶层(共6层),60.5㎡,板楼,南 北,1986,101092216915,2016-05-18,满五年,495,1,495,33,1,6,16,暂无数据
民旺园 --室--厅 40.87平米,2016.07,民旺园,- -室- -厅,中楼层(共5层),40.87㎡,板楼,暂无数据,1989,BJ0001985430,暂无数据,暂无数据,48-53,1,暂无数据,暂无数据,0,0,0,暂无数据
民旺园 2室1厅 57.5平米,2016.07,民旺园,2室1厅1厨1卫,中楼层(共6层),57.5㎡,板楼,南,1990,101100234811,2016-06-26,暂无数据,502-555,1,520,5,0,2,1,暂无数据
民旺园 2室1厅 64.12平米,2016.07,民旺园,2室1厅1厨1卫,高楼层(共16层),64.12㎡,塔楼,南 西,1993,101100229478,2016-06-25,暂无数据,509-562,1,520,6,0,24,20,18
民旺园 2室1厅 65.51平米,2016.07.11,民旺园,2室1厅1厨1卫,高楼层(共16层),65.51㎡,塔楼,东北,1993,101092326452,2016-06-04,满五年,504,1,508,37,1,13,17,2
民旺园 2室1厅 55.54平米,2016.09.16,民旺园,2室1厅1厨1卫,中楼层(共6层),55.54㎡,板楼,东 西,1990,101100193830,2016-06-16,满五年,453,1,460,92,1,51,72,3
民旺园 2室1厅 63.67平米,2016.09.24,民旺园,2室1厅1厨1卫,低楼层(共16层),63.67㎡,塔楼,南,1993,101100472403,2016-08-22,暂无数据,608,1,610,34,0,36,15,暂无数据
